lifetime,active_days,max_daily_trans,gini_in_btc,mean_in_btc,std_in_btc,gini_out_btc,mean_out_btc,std_out_btc,total_in_btc,total_out_btc,num_incoming,num_outgoing,in_out_ratio,uniq_in_addresses,uniq_out_addresses,uniq_addresses,min_delay,max_delay,mean_delay,median_delay,max_balance_diff,is_ponzi
14.533886305026607,2.772588722239781,1.791759469228055,0.305790342162375,0.20355908203802042,0.19088880400754674,0.0,0.09531017980432487,0.0,2.1341664413690826,0.09531017980432487,3.5263605246161616,0.6931471805599453,3.5263605246161616,3.5263605246161616,0.6931471805599453,3.5553480614894135,5.111987788356544,5.111987788356544,5.111987788356544,5.111987788356544,0.8628899551470399,0
18.158070932340642,4.477336814478207,1.6094379124341003,0.3889431301361353,1.0108271110476232,0.9816111826186245,0.4852687052581549,1.8011067339027846,2.153562390880651,4.959887132360056,4.959887132360056,4.406719247264253,3.4011973816621555,1.333184535805942,4.406719247264253,3.4011973816621555,4.709530201312334,8.000349495324684,13.865213638631937,11.687909876506641,10.288511829739507,4.208863015664693,0
19.001901170440323,4.787491742782046,2.1972245773362196,0.5903217897558373,0.1510750275441106,0.3182338656519608,0.4680256925227456,1.1021869406466855,1.188038736548548,3.461875805639071,2.4027666365976756,5.293304824724492,1.791759469228055,3.703768066607687,5.293304824724492,1.791759469228055,5.318119993844216,9.059052257762401,18.327568719433533,17.63451588280256,17.63451588280256,1.947590004450696,0
13.747490784292603,2.3978952727983707,2.1972245773362196,0.1280179605514706,1.4872338280051696,0.6485667991134151,0.2722521109470057,3.315730266232083,2.7797970971363917,4.674416358724906,4.674416358724906,3.4657359027997265,1.6094379124341003,2.169053700369523,3.4657359027997265,1.6094379124341003,3.58351893845611,7.849323818040561,11.71615198244408,10.567900840522974,9.628030449706916,4.4298639640880415,0
13.467727393297185,2.1972245773362196,2.639057329615259,0.5668812943885225,3.067064074278818,3.8842340023306794,0.5649612621538002,3.436242723404956,4.181044043870851,5.804441957755378,5.804441957755378,2.9444389791664403,2.70805020110221,0.8266785731844679,2.9444389791664403,2.5649493574615367,3.4339872044851463,6.473890696352274,12.464926910998264,10.637579386760056,8.063692634269517,5.444666262883174,0
17.91792082145485,3.1780538303479458,1.0986122886681096,0.2032339490007001,0.5884274851739684,0.30758151404334527,0.308802657831726,1.8062374884087082,1.4627520133378462,3.0832851705618527,3.0610517396746335,3.295836866004329,1.6094379124341003,2.0149030205422647,3.2188758248682006,1.6094379124341003,3.367295829986474,9.725436862592819,17.80657545657201,16.709014590348012,10.60129883922295,1.9459101490553132,0
18.05342206074256,3.4011973816621555,1.0986122886681096,0.26361895073818853,1.2699113971321672,1.1263478024399136,0.5245268852943352,2.2802356193190545,2.7838971014765193,4.1344125091599215,4.1344125091599215,3.2188758248682006,2.0794415416798357,1.4880770554298328,3.2188758248682006,2.0794415416798357,3.4657359027997265,9.781545881730885,15.779233961867954,14.250073520669991,12.254362684657924,1.168530258341974,0
15.11552972559041,3.1354942159291497,2.302585092994046,0.40385882316214916,0.06386865396950586,0.06272695322241037,0.08718004696091802,0.8042412280655322,0.20294084399669032,1.3270750014599193,1.244154593958768,3.7612001156935624,1.0986122886681096,3.091042453358316,3.7612001156935624,1.0986122886681096,3.8066624897703196,8.988196320995057,10.876253131338261,10.32405471505392,10.32405471505392,0.9001613499442714,0
15.31615897137986,3.1354942159291497,1.3862943611198906,0.5208217002904767,0.16477724714304515,0.23425358074215613,0.1473926855203564,0.8515744171544639,0.36701602098379493,1.6331544390514163,1.6154199841116479,3.1780538303479458,1.3862943611198906,2.1594842493533726,3.1780538303479458,1.3862943611198906,3.295836866004329,7.600902459542082,8.919988070968524,8.336550225000838,8.019941687677365,1.0885619528146082,0
18.10012711333735,3.6375861597263857,1.0986122886681096,0.3129390434377562,0.02066730525753351,0.015478911262616489,0.46090411779148965,0.12927233570413915,0.14846310090510242,0.5364933705145685,0.5247285289349821,3.5553480614894135,1.791759469228055,2.0541237336955462,3.5553480614894135,1.791759469228055,3.6888794541139363,13.163163611687832,17.819628178806532,17.135936146790442,17.135936146790442,0.5187937934151675,0
